90101018,SEKOLAH SI KUALA LUMPUR TINGKAT SMP,"LORONG TUN ISMAIL NO. 1 50480 KUALA LUMPUR, MALAYSIA",KUALA LUMPUR,SWASTA,Kuala Lumpur,Malaysia,Luar Negeri
9LN01013,CLC  KEMAJUAN INSAN INANAM,-,Kinabalu,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
69972020,CLC Arunamari,"Arunamari Estate SDN. BHD.BQ 4064 MAIL BAG NO 8 90000 SANDAKAN, SABAH",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
69972021,CLC Bukit Segamaha,"Boustead Rimba Nilai SDN.BHD. Ladang Bukit Segamaha,  P.O.Box 60496, 91114, Kina",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
69971981,CLC Cahaya Tagas,Tagas Tuaran,Kinabalu,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
9LN01014,CLC CERDAS,Kinibalu,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
69972023,CLC Duta,"Ladang Sg. Sapa Payau, Sandakan",Kinabalu,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
69972016,CLC Grace Centre,Jalan Tulangis 89500,PENAMPANG,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01012,CLC HANIM,hanim kota kinabalu,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
69971941,CLC Kim Loong,Kg.luangmanis batu 50,LUANG MANIS ESTATE,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01114,CLC KL KEPONG,-,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
69971967,CLC Kretam Sapagaya,Jl.sukau ladang sapagaya estate kinabatangan,Kinabalu,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
69971982,CLC Kuari 3 Gumgum,"Jl. Batu 16, Kuari 3 Gum-gum",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
69972018,CLC Ladang Sutera,"Boustead Plantations Berhad, Sandakan",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01110,CLC Pegagau,-,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01092,CLC Permodalan,-,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01108,CLC PONTIAN HILLCO,"Ladang Hillco Peti Surat 60525, 91114 Lahad Datu",LAHAD DATU,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
69981512,CLC SD FGV SAHABAT,"Kompleks Felda, Lahad Datu, 91100",LAHAD DATU,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
69972004,CLC SD Sungai Menanggol,"Jl. Suan lamba, ladang sungai menanggol",SUNGAI MENANGGOL ESTATE,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
69972047,CLC SMPT PAHANG 2,"LADANG PAHANG OIL PALM ESTATE DIV 2. 90200. KINABATANGAN, SABAH, MALAYSIA",Kinabalu,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
9LN01098,CLC Sungai Balung,Ladang Sungai Balung Estate-Tawau,SUNGAI BALUNG,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
69972019,CLC Timora,"Jl. Jeroco Bt 13 Lahad Datu, Timora Estate School Locked Bag No. 1791109",LAHAD DATU,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01100,LC  Jeleta Bumi,-,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01107,LC  Sungai Menanggol,"Sabah, Malaysia",SUNGAI MENANGGOL ESTATE,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01116,LC Balung River,"BALUNG RIVER ECO RESORT, TAWAU, MALAYSIA",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01093,"LC Batu Rong, Kunak-Tawau","Ladang Baturong 1, IOI Grup SDN.BHD, 91109 Kunak",LAHAD DATU,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01106,LC Bombalai,"SIME DARBY, Ladang Imam Bombalai 91007, Tawau",BOMBALAI,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01094,"LC Borneo Samudera, Lahadatu",-,SANDAU,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01099,LC Gamore,MAYVIN 5 ESTATE,MAYVIN 5 ESTATE,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01109,LC Genting Mewah,"Genting Mewah Estate, Kinabatangan, Sabah, Malaysia",GENTING MEWAH ESTATE,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01095,LC Genting Suan Lamba,-,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01120,LC Genting Tanjung,"Simp.Jeroco, Genting Tanjung, Kinabatangan",GENTING TANJUNG ESTATE,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
9LN01113,LC Jeroco,-,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01084,LC Keningau,-,Kinabalu,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
9LN01118,LC Kertam Kalabakan (tawau),Kalabakan,Kinabalu,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
9LN01083,LC Kota Kinabalu,"Kota Kinabalu, Sabah, Malaysia",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01090,"LC Ladang Sapi, Sandakan","Sapi Plantation, Sapi Estate, Locked Bag 34, 90009, Sandakan, Sabah, Malaysia",SAPIDUA,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
9LN01115,LC Luang Manis,-,LUANG MANIS ESTATE,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01119,LC Lumadan Beufort,Lumadan Beaufort,Kinabalu,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
9LN01097,LC Melangking,Melangking MOP A Sukau Kinabatangan Sabah Malaysia,MELANGKING,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01089,"LC Merotai, Tawau","Ladang Sime Darby Plantation, Merotai Kecil, Tawau",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01088,"LC Mostyn, Tawau","Ladang Mostyn, Jln. Kunak Tawau km 7,Sabah",MOSTYN,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01103,LC Nabawan,Jalan Tawau Batu 50 Sinjaya,Kinabalu,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
9LN01096,LC Pamol Sandakan,pamol-telupid. sandakan,APAS BALUNG,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01091,LC Pontian Fico (Asia Oil Palm),Pontian Fico Estate,Kinabalu,SWASTA,Kota Kinabalu,Malaysia,Luar Negeri
9LN01111,LC Prolific,-,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01085,LC Ribu Bonus,Ribubonus Estate Ph. 4 Telupid Sandakan,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01086,LC Sabah Mas Lahadatu,-,SABAH MAS ESTATE,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01117,LC Segaria,Jalan Kunak - Semporna KM 30 Boustead Pantations Ladang Segaria,SEGARIA,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01105,LC Syarimo,AGROPLEX (SABAH) SDN BHD,SYARIMO ESTATE,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01104,LC Terusan 2,-,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01087,"LC Tomanggong, Kinabatangan",Kinabatangan,Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
90101049,SEKOLAH INDONESIA KOTA KINABALU TINGKAT SD,"Jalan 3B no 6 KKIP Selatan Dua 88460 Kota Kinabalu,Sabah Malaysia",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
90101053,SEKOLAH INDONESIA KOTA KINABALU TINGKAT SMA,"Jalan 3B No 6 KKIP Selatan Dua Kota Kinabalu Sabah, Malaysia 88460",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
69973923,SEKOLAH INDONESIA KOTA KINABALU TINGKAT SMK,"Jalan 3B no 6 KKIP Selatan Dua 88460 Kota Kinabalu,Sabah Malaysia",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
90101050,SEKOLAH INDONESIA KOTA KINABALU TINGKAT SMP,"Jalan 3B No 6 KKIP Selatan Dua Kota Kinabalu Sabah, Malaysia 88460",Kinabalu,NEGERI,Kota Kinabalu,Malaysia,Luar Negeri
9LN01154,CLC BHINEKA TUNGGAL IKA,"Jl. Balai Polis, Pekan Kundasang, Kg Giman, Kundasang, Ranau, Sabah, Malaysia",KINASARABAN,NEGERI,Kundasang,Malaysia,Luar Negeri
9LN01015,CLC CINTA MATA,Kinasaraban,KINASARABAN,NEGERI,Kundasang,Malaysia,Luar Negeri
9LN01016,CLC RUMAH AGAPE,-,KINASARABAN,SWASTA,Kundasang,Malaysia,Luar Negeri
9LN01138,CLC SD CEMPAKA,Jalan Mesilau Balai Raya Kampong Cintamata Kundasang,KINASARABAN,SWASTA,Kundasang,Malaysia,Luar Negeri
9LN01017,CLC ST.THOMAS,Kinasaraban,KINASARABAN,NEGERI,Kundasang,Malaysia,Luar Negeri
9LN01020,CLC SERAT BANGSA LADANG KIMANIS,Ladang Kimanis,MENDUGI,NEGERI,Papar,Malaysia,Luar Negeri
9LN01019,CLC TUNAS HARAPAN BANGSA,Mendugi,MENDUGI,SWASTA,Papar,Malaysia,Luar Negeri
9LN01023,CLC BUDI LUHUR 1 BIAH,Bongawan,BONGAWAN,NEGERI,Keningau,Malaysia,Luar Negeri
9LN01024,CLC BUDI LUHUR 2 ASBON,Bongawan,BONGAWAN,SWASTA,Keningau,Malaysia,Luar Negeri
9LN01025,CLC BUDI LUHUR BINGKOR,Bingkor,BONGAWAN,NEGERI,Keningau,Malaysia,Luar Negeri
9LN01041,CLC GOOD SAMARITAN,"JALAN MASAK BATU 1 D/A BCCM BM P.O.BOX 60,89007 KENINGAU TEL : +60148512005",SETIA KENINGAU,NEGERI,Keningau,Malaysia,Luar Negeri
9LN01030,CLC ILHAM INASA,Jalan Keningau-Tawau Batu 28 Sook,PASIR PUTIH,NEGERI,Keningau,Malaysia,Luar Negeri
9LN01026,CLC JAVA ETANIA MATAKANA,Batu 5 Jalan  Nabawan Keningau,KENINGAU,NEGERI,Keningau,Malaysia,Luar Negeri
9LN01027,CLC PASIR PUTIH,-,KENINGAU,SWASTA,Keningau,Malaysia,Luar Negeri
9LN01021,CLC SERAT BANGSA LADANG BONGAWAN,Bongawan,BONGAWAN,SWASTA,Keningau,Malaysia,Luar Negeri
9LN01022,CLC SERAT BANGSA MAWAU,Mawau,BONGAWAN,NEGERI,Keningau,Malaysia,Luar Negeri
9LN01028,CLC SLDB DALIT,Dalit Keningau,BONGAWAN,NEGERI,Keningau,Malaysia,Luar Negeri
9LN01029,CLC SLDB INANDUNG,-,INANDUNG KENINGAU,NEGERI,Keningau,Malaysia,Luar Negeri
9LN01037,CLC MATAKANA,"Jalan Padas No.5 89807 Beaufort, Sabah, Malaysia.",BEAUFORT,SWASTA,Nabawan,Malaysia,Luar Negeri
9LN01031,CLC UNITED MALACCA 1&2,"Ladang United Malacca Bhd, Batu 38, Nabawan",NABAWAN,NEGERI,Nabawan,Malaysia,Luar Negeri
9LN01032,CLC UNITED MALACCA 3&4,Beafort,BEAUFORT,NEGERI,Nabawan,Malaysia,Luar Negeri
9LN01036,CLC 25 LADANG CEPAT - KPD,-,Kampung Lingkungan,NEGERI,Beaufort,Malaysia,Luar Negeri
9LN01035,CLC LADANG LUMADAN,Lumadan,Kampung Lingkungan,NEGERI,Beaufort,Malaysia,Luar Negeri
9LN01034,CLC ST.FRANSISKO YASINTA,Kampung Likungan,Kampung Lingkungan,SWASTA,Beaufort,Malaysia,Luar Negeri
9LN01038,CLC TENOM,Baru Jumpa,BARU JUMPA,SWASTA,Tenom,Malaysia,Luar Negeri
9LN01040,CLC GAMBEN,Masapol,MASAPOL,NEGERI,Masapol Sipitang,Malaysia,Luar Negeri
9LN01039,CLC NUSA BANGSA,Masapol,MASAPOL,NEGERI,Masapol Sipitang,Malaysia,Luar Negeri
9LN01042,CLC SERAT BANGSA LADANG LANGKON,Marudu,MARUDU,NEGERI,Kudat,Malaysia,Luar Negeri
9LN01051,CLC  LADANG ABEDON KRETAM,Kretam,KRETAM,SWASTA,Sandakan,Malaysia,Luar Negeri
9LN01043,CLC ARUS SAWIT,-,BATU 8,SWASTA,Sandakan,Malaysia,Luar Negeri
9LN01050,CLC FELCRA ESTET PERTAMA,Batu 8,BATU 8,NEGERI,Sandakan,Malaysia,Luar Negeri
9LN01054,CLC KAMPUNG MELAYU SULAIMAN,-,BATU 8,NEGERI,Sandakan,Malaysia,Luar Negeri
9LN01056,CLC LADANG ANDAMY,Jalan Sapi Nangoh,Sandakan,NEGERI,Sandakan,Malaysia,Luar Negeri
9LN01055,CLC LADANG KARANGAN ESTATE,Karangan Estate,BATU 8,NEGERI,Sandakan,Malaysia,Luar Negeri
9LN01045,CLC LADANG MASANG,"LIPONG ESTATE, KRETAM, SANDAKAN, SABAH - MALAYSIA",KRETAM,NEGERI,Sandakan,Malaysia,Luar Negeri
9LN01044,CLC MONSOK PALM OIL MILL,-,SAPI NANGOH,NEGERI,Sandakan,Malaysia,Luar Negeri
9LN01155,CLC NUSANTARA,"Batu 17, Jalan Payon, Sandakan, Sabah, Malaysia",Sandakan,NEGERI,Sandakan,Malaysia,Luar Negeri
9LN01046,CLC PAHANG 2,Batu 8,BATU 8,NEGERI,Sandakan,Malaysia,Luar Negeri
69981913,CLC SD LADANG NAK BOUSTEAD,Ladang Nak Boustead Sungai Api Batu 17 Sandakan. 90000,Sandakan,NEGERI,Sandakan,Malaysia,Luar Negeri
9LN01048,CLC SERAT BANGSA GOMANTONG,Gomantong,BATU 8,SWASTA,Sandakan,Malaysia,Luar Negeri
9LN01049,CLC SERAT BANGSA TONGOD,Tongod,SAPI NANGOH,NEGERI,Sandakan,Malaysia,Luar Negeri
9LN01053,CLC SRI LIKAS MEWAH,"Sri Likas Mewah Estate, KM 19 Sukau, 20710, Kinabatangan, Sabah, Malaysia",KINABATANGAN,NEGERI,Sandakan,Malaysia,Luar Negeri
9LN01068,CLC 34 LADANG SUNGAI KAWA,-,COCOA INTAN,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01071,CLC AL ALAQ,BANDAR SRI INDAH BATU 10,TAWAU,NEGERI,Tawau,Malaysia,Luar Negeri
69972046,CLC Aumkar,"Aumkar Plantations.SDN.BHD, Kalumpang, Tawau, Sabah, Malaysia, 91009",TAWAU,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01066,CLC HIDAYATULLAH SEGARIA,-,COCOA INTAN,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01164,CLC Holy Trinity,"Jalan Melati-Kuhara Batu 1,5, 91000, Tawau",TAWAU,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01070,CLC HOLY TRINITY,"Jalan Melati, Off Mile 1 1/2 Jalan Kuhara, P.O. Box 21, 91007 Tawau, Sabah.",TAWAU,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01064,CLC KOKOH INTAN,"ladang cocoa intan, kunak 91207, sabah, malaysia",COCOA INTAN,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01059,CLC LAMSOON,Cocoa Intan,COCOA INTAN,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01079,CLC LEMBAH DANUM,Cocoa Intan,COCOA INTAN,NEGERI,Tawau,Malaysia,Luar Negeri
69981516,CLC SD BAMBU KUNING,"Jalan Sin Onn, Batu 5, Tawau",TAWAU,NEGERI,Tawau,Malaysia,Luar Negeri
69981514,CLC SD BUKIT TAJAM,"Ladang Bukit tajam, Kemabong,Sdn, Bhd.",TAWAU,NEGERI,Tawau,Malaysia,Luar Negeri
69981513,CLC SD INDRA SABAH,"Jl. Lorong Kijang 1, Kampung Indrasabah",TAWAU,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01069,CLC SD PUTERA BANGSA,Ladang Batu 60 Lorong 2 Jalan Kunak-Tawau,COCOA INTAN,NEGERI,Tawau,Malaysia,Luar Negeri
69981515,CLC SD SUNGAI TINGKAYU YUWANG,"Ladang Sungai Tingkayu, Yuwang Estate. 91207.",KUNAK,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01078,CLC SERAT BANGSA BONGALIO,Bongalio,COCOA INTAN,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01065,CLC SERAT BANGSA LADANG BAGAHAK,Ladang Bagahak,COCOA INTAN,SWASTA,Tawau,Malaysia,Luar Negeri
9LN01062,CLC SERAT BANGSA LADANG SEBRANG,Ladang Sebrang,TAWAU,SWASTA,Tawau,Malaysia,Luar Negeri
9LN01073,CLC SERTA BANGSA KALABAKAN,-,COCOA INTAN,SWASTA,Tawau,Malaysia,Luar Negeri
9LN01127,CLC SILIM 2,"Estate Silimpopon, Kalabakan 91033 Tawau, Sahah Malaysia",TAWAU,SWASTA,Tawau,Malaysia,Luar Negeri
9LN01067,CLC SLDB APAS BALUNG,jl.Bukit Quoin BT 17 Apas Balung Tawau,Kampung Batu 17,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01060,CLC SLDB LITANG,Jl. Jeroco,LAHAD DATU,SWASTA,Tawau,Malaysia,Luar Negeri
69981517,CLC SMP FGV SAHABAT,"Kompleks Felda, Lahad Datu, 91100",LAHAD DATU,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01072,CLC TECK GUAN,"-KG 900 DIV 2,PULAU SEBATIK",TAWAU,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01081,CLC TUNAS PERWIRA,Cocoa Intan,RANGGU,SWASTA,Tawau,Malaysia,Luar Negeri
9LN01112,LC  Litang,Jalan Jeroco,LAHAD DATU,NEGERI,Tawau,Malaysia,Luar Negeri
9LN01141,"CLC 58, SOOK OIL PALM","Jln. Sook-Tulid, Keningau, Sabah-Malaysia",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01135,CLC ARUS SAWIT 2,"Estate Arus Sawit Sdn. Bhd, Km46-56 Jalan Sapi Nangoh",Kunak,SWASTA,Sabah,Malaysia,Luar Negeri
9LN01128,CLC BENTA BELIAN,"Ladang Belian, Benta Wawasan Sdn. Bhd. Kalabakan",Lahad Datu,SWASTA,Sabah,Malaysia,Luar Negeri
9LN01136,CLC BIMA SAKTI BALUNG RIVER,"Jalan Apas Balung, Batu 30, looked bag 91009",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01156,CLC Giram,"Giram Estate, Sime Darby Plantation",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01161,CLC Keningau Bingkor,Jln Kuango Bingkor Keningau,Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01158,CLC Kertam Sepagaya,"Sandakan, Sabah, Malaysia",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01018,CLC KOTA BELUD,Kota Belud,Sabah,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01129,CLC KRETAM SILIMPOPON,"Kretam Holdings Berhad (KHB), Lot 6 Blok 44 Leboh Tiga, 90714",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01162,CLC Kundasang,"Jalan Kundasang, 89300 Kundasang",Kunak,SWASTA,Sabah,Malaysia,Luar Negeri
9LN01131,CLC LACAK FEDELITY,"km 85, Jln Kalabakan, KG Brantian, Jab Perhutanan",Kunak,SWASTA,Sabah,Malaysia,Luar Negeri
9LN01137,CLC LADANG ONG YAH HO,"Ong Yah Ho Estate, Kinabatangan, Sabah",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01140,CLC LADANG RESORT,Ladang Resort Looked Bag. No. 69 Km 100 Jalan Telupid,Telupid,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01126,CLC LADANG TAMACO,"Jln. Jeroco.BT. 13, Ladang Tamaco, div 7. Lahad Datu",Lahad Datu,SWASTA,Sabah,Malaysia,Luar Negeri
9LN01163,CLC Lembah Danum,Felcra Berhad Estet Danum KM.15 Jalan Silam,Kunak,SWASTA,Sabah,Malaysia,Luar Negeri
9LN01130,CLC PELITA BANGSA LKSK,"Jalan Apas Bangunan TSh, TB 9, KM 7, 91000",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01124,CLC PERDANA TELUPID,"Telupid, 89100 Beluran, Sabah, Malaysia",Kunak,SWASTA,Sabah,Malaysia,Luar Negeri
9LN01157,CLC Permai,"Ladang Permai, 91117 Lahad Datu",Lahad Datu,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01134,CLC SABAH TEA,"Kg. Nalapak, Jalan Ranau-Sandakan",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01142,CLC SD DALIT OIL PALM MILL (DOP),"Estate Dalit Oil Palms, APL Kampung Dalit Keningau",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01139,CLC SD WINSOME,Ladang Yuwang Kp.Kalabakan. Sabah,Kunak,SWASTA,Sabah,Malaysia,Luar Negeri
9LN01125,CLC SERAT BANGSA PITAS,"Ladang Pitas, 89100 Kota Marudu, Sabah",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01133,CLC ST. JOSEPH PAPAR,"Clc St. Joseph Papar P. O Box 1, 89600",Kunak,SWASTA,Sabah,Malaysia,Luar Negeri
9LN01132,CLC TAMACO CENTER,"Jln. Jeroco.bt. 13, Ladang Tamaco, Div 1&2",Kunak,NEGERI,Sabah,Malaysia,Luar Negeri
9LN01147,CLC AL-HIJRAH LADANG MUTIARA,"Mutiara Estate, KM 50, Miri – Bintulu Road, 98000 Miri",Miri,SWASTA,Serawak,Malaysia,Luar Negeri
9LN01152,CLC LADANG 3 SPAD,"Ladang Tiga, 98200 Miri, Sarawak, Malaysia",Miri,SWASTA,Serawak,Malaysia,Luar Negeri
9LN01145,CLC LADANG GALASAH,"Galasah Estate, Km.120, Miri-Bintulu Road, Miri, Sarawak",Miri,NEGERI,Serawak,Malaysia,Luar Negeri
69972045,CLC Ladang Ladong,"Kumpulan kris jati sdnbhd,ladang ladong,94800",Miri,SWASTA,Serawak,Malaysia,Luar Negeri
9LN01153,CLC LADANG LAMBIR,"Lambir Estate, KM 41, Miri – Bintulu Road, 98150 Miri",Miri,SWASTA,Serawak,Malaysia,Luar Negeri
9LN01149,CLC LADANG LAVANG SPECIAL,Jln. Bintulu Miri KM 72 97088 Bintulu-Sarawak,Miri,SWASTA,Serawak,Malaysia,Luar Negeri
69972024,CLC Ladang Pekaka,"Ladang pekaka,km 78 bintulu Sarawak 97008",Miri,NEGERI,Serawak,Malaysia,Luar Negeri
9LN01148,CLC LADANG PINANG,"Pinang Estate, KM 115, Miri – Bintulu Road",Miri,SWASTA,Serawak,Malaysia,Luar Negeri
9LN01143,CLC LADANG RAJAWALI,"Jln. Bintulu Miri KM 52 97008 Sarawak, Malaysia",Miri,NEGERI,Serawak,Malaysia,Luar Negeri
9LN01146,"CLC LADANG SUAI 2, TELABIT","Telabit Estate, KM 115, Miri – Bintulu Road, plus further 9KM",Miri,SWASTA,Serawak,Malaysia,Luar Negeri
9LN01150,CLC LADANG SUNGAI BALIM,"Sg. Balim Estate, No. 124-126 Jalan Bendahara",Miri,SWASTA,Serawak,Malaysia,Luar Negeri
69972030,CLC Ladang Sungai Trus,Jl.kuala niah km.3 Miri Serawak,Miri,NEGERI,Serawak,Malaysia,Luar Negeri
69972044,CLC Rinwood Pelita Mukah,"Rinwood Pelita (Mukah) Plantation, Sdn. Bhd. 96400",Miri,SWASTA,Serawak,Malaysia,Luar Negeri
69972043,CLC Sungai Klad,Lading sungai klad 98008,Miri,SWASTA,Serawak,Malaysia,Luar Negeri
9LN01151,CLC WILMAR SAREMAS,"Lot 4, Blok 31 Sawai Land District, Ulu Suai KM 105",Miri,SWASTA,Serawak,Malaysia,Luar Negeri
9LN01144,CLC WILMAR SEGARMAS,"Segarmas Plantation 18 KM off KM 115, Bintulu-Miri Road 97008",Miri,NEGERI,Serawak,Malaysia,Luar Negeri
69962248,SEKOLAH SI JOHOR BAHRU (SIJB) TINGKAT SD,No 46 Jalan Taat 80100,Johor Bahru,NEGERI,Johor Bahru,Malaysia,Luar Negeri
69962249,SEKOLAH SI JOHOR BAHRU (SIJB) TINGKAT SMP,No 46 Jalan Taat 80100,Johor Bahru,NEGERI,Johor Bahru,Malaysia,Luar Negeri
9LN01047,CLC FANTASI GENERASI,SAWIT KINABALU GROUP LADANG SAPAGAYA 90200 KINABATANGAN,Paris 1,NEGERI,Kinabatangan,Malaysia,Luar Negeri
69984999,CLC SUNGAI SEGAMAHA,CLC SUNGAI SEGAMAHA,Paris 1,NEGERI,Kinabatangan,Malaysia,Luar Negeri
90101029,SEKOLAH SI YANGON TINGKAT SD,"100, LOWER KYIMYINDINE ROAD, AHLONE YANGON, MYANMAR",Yangon,NEGERI,Yangon,Myanmar,Luar Negeri
90101031,SEKOLAH SI YANGON TINGKAT SMA,"100, LOWER KYIMYINDINE ROAD, AHLONE YANGON, MYANMAR",Yangon,NEGERI,Yangon,Myanmar,Luar Negeri
